,REF_DATE,GEO,DGUID,Class of electricity producer,Type of electricity generation,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,year,Prov
42319,2020-05-01,British Columbia,2016A000259,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484930,11.1.9,218.0,,,,0,2020,BC
42320,2020-05-01,British Columbia,2016A000259,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484829,11.1.10,0.0,,,,0,2020,BC
42346,2020-05-01,Yukon,2016A000260,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174662,12.1.2,37147.0,,,,0,2020,YT
42349,2020-05-01,Yukon,2016A000260,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484865,12.1.11,6584.0,,,,0,2020,YT
42352,2020-05-01,Yukon,2016A000260,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174664,12.1.8,0.0,,,,0,2020,YT
42353,2020-05-01,Yukon,2016A000260,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484933,12.1.9,0.0,,,,0,2020,YT
42354,2020-05-01,Yukon,2016A000260,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v99450114,12.1.10,0.0,,,,0,2020,YT
42373,2020-05-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174672,13.1.2,19959.0,,,,0,2020,NT
42376,2020-05-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484868,13.1.11,30771.0,,,,0,2020,NT
42379,2020-05-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v65654502,13.1.8,1742.0,,,,0,2020,NT
42380,2020-05-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484936,13.1.9,199.0,,,,0,2020,NT
42400,2020-05-01,Nunavut,2016A000262,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174684,14.1.2,0.0,,,,0,2020,NU
42403,2020-05-01,Nunavut,2016A000262,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484871,14.1.11,15708.0,,,,0,2020,NU
42406,2020-05-01,Nunavut,2016A000262,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v1059484904,14.1.8,0.0,,,,0,2020,NU
42407,2020-05-01,Nunavut,2016A000262,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484939,14.1.9,0.0,,,,0,2020,NU
42465,2020-06-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174696,2.1.2,2258407.0,,,,0,2020,NL
42469,2020-06-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484835,2.1.11,63282.0,,,,0,2020,NL
42472,2020-06-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484878,2.1.7,0.0,,,,0,2020,NL
42473,2020-06-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v54257822,2.1.8,9959.0,,,,0,2020,NL
42474,2020-06-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484908,2.1.9,0.0,,,,0,2020,NL
42475,2020-06-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484808,2.1.10,0.0,,,,0,2020,NL
42501,2020-06-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v1059484874,3.1.2,0.0,,,,0,2020,PE
42505,2020-06-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484838,3.1.11,339.0,,,,0,2020,PE
42508,2020-06-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484881,3.1.7,0.0,,,,0,2020,PE
42509,2020-06-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174714,3.1.8,40458.0,,,,0,2020,PE
42510,2020-06-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484911,3.1.9,68.0,,,,0,2020,PE
42511,2020-06-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484811,3.1.10,0.0,,,,0,2020,PE
42533,2020-06-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174721,4.1.2,50232.0,,,,0,2020,NS
42536,2020-06-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484841,4.1.11,484883.0,,,,0,2020,NS
42539,2020-06-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v44174724,4.1.7,0.0,,,,0,2020,NS
42540,2020-06-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174725,4.1.8,60317.0,,,,0,2020,NS
42541,2020-06-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484914,4.1.9,0.0,,,,0,2020,NS
42542,2020-06-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484814,4.1.10,0.0,,,,0,2020,NS
42565,2020-06-01,New Brunswick,2016A000213,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174736,5.1.2,150432.0,,,,0,2020,NB
42567,2020-06-01,New Brunswick,2016A000213,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174738,5.1.4,474947.0,,,,0,2020,NB
42570,2020-06-01,New Brunswick,2016A000213,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484844,5.1.11,94308.0,,,,0,2020,NB
42573,2020-06-01,New Brunswick,2016A000213,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484885,5.1.7,0.0,,,,0,2020,NB
42574,2020-06-01,New Brunswick,2016A000213,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v53845222,5.1.8,51264.0,,,,0,2020,NB
42575,2020-06-01,New Brunswick,2016A000213,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484917,5.1.9,0.0,,,,0,2020,NB
42576,2020-06-01,New Brunswick,2016A000213,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484817,5.1.10,0.0,,,,0,2020,NB
42602,2020-06-01,Quebec,2016A000224,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174752,6.1.2,13943100.0,,,,0,2020,QC
42604,2020-06-01,Quebec,2016A000224,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174754,6.1.4,,..,,,0,2020,QC
42607,2020-06-01,Quebec,2016A000224,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484847,6.1.11,139911.0,,,,0,2020,QC
42610,2020-06-01,Quebec,2016A000224,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174757,6.1.8,683146.0,,,,0,2020,QC
42611,2020-06-01,Quebec,2016A000224,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484920,6.1.9,194.0,,,,0,2020,QC
42612,2020-06-01,Quebec,2016A000224,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484820,6.1.10,0.0,,,,0,2020,QC
42636,2020-06-01,Ontario,2016A000235,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174770,7.1.2,3483971.0,,,,0,2020,ON
42638,2020-06-01,Ontario,2016A000235,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174772,7.1.4,7479726.0,,,,0,2020,ON
42641,2020-06-01,Ontario,2016A000235,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484850,7.1.11,1008240.0,,,,0,2020,ON
42644,2020-06-01,Ontario,2016A000235,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174775,7.1.8,693531.0,,,,0,2020,ON
42645,2020-06-01,Ontario,2016A000235,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v54259610,7.1.9,330808.0,,,,0,2020,ON
42646,2020-06-01,Ontario,2016A000235,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v67408299,7.1.10,0.0,,,,0,2020,ON
42671,2020-06-01,Manitoba,2016A000246,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174789,8.1.2,2920666.0,,,,0,2020,MB
42675,2020-06-01,Manitoba,2016A000246,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484853,8.1.11,7449.0,,,,0,2020,MB
42678,2020-06-01,Manitoba,2016A000246,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v53845224,8.1.8,82948.0,,,,0,2020,MB
42679,2020-06-01,Manitoba,2016A000246,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1061444188,8.1.9,10.0,,,,0,2020,MB
42680,2020-06-01,Manitoba,2016A000246,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484824,8.1.10,0.0,,,,0,2020,MB
42703,2020-06-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174802,9.1.2,538871.0,,,,0,2020,SK
42707,2020-06-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484856,9.1.11,1205989.0,,,,0,2020,SK
42710,2020-06-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174806,9.1.8,57879.0,,,,0,2020,SK
42711,2020-06-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484924,9.1.9,0.0,,,,0,2020,SK
42712,2020-06-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v62783204,9.1.10,4979.0,,,,0,2020,SK
42735,2020-06-01,Alberta,2016A000248,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174631,10.1.2,386991.0,,,,0,2020,AB
42739,2020-06-01,Alberta,2016A000248,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484859,10.1.11,4985448.0,,,,0,2020,AB
42742,2020-06-01,Alberta,2016A000248,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174635,10.1.8,366659.0,,,,0,2020,AB
42743,2020-06-01,Alberta,2016A000248,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484927,10.1.9,3225.0,,,,0,2020,AB
42744,2020-06-01,Alberta,2016A000248,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v72497746,10.1.10,5560.0,,,,0,2020,AB
42768,2020-06-01,British Columbia,2016A000259,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174647,11.1.2,4469389.0,,,,0,2020,BC
42772,2020-06-01,British Columbia,2016A000259,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484862,11.1.11,408399.0,,,,0,2020,BC
42775,2020-06-01,British Columbia,2016A000259,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484888,11.1.7,0.0,,,,0,2020,BC
42776,2020-06-01,British Columbia,2016A000259,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v1059484899,11.1.8,256782.0,,,,0,2020,BC
42777,2020-06-01,British Columbia,2016A000259,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484930,11.1.9,243.0,,,,0,2020,BC
42778,2020-06-01,British Columbia,2016A000259,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484829,11.1.10,0.0,,,,0,2020,BC
42804,2020-06-01,Yukon,2016A000260,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174662,12.1.2,31466.0,,,,0,2020,YT
42807,2020-06-01,Yukon,2016A000260,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484865,12.1.11,2615.0,,,,0,2020,YT
42810,2020-06-01,Yukon,2016A000260,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174664,12.1.8,0.0,,,,0,2020,YT
42811,2020-06-01,Yukon,2016A000260,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484933,12.1.9,0.0,,,,0,2020,YT
42812,2020-06-01,Yukon,2016A000260,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v99450114,12.1.10,0.0,,,,0,2020,YT
42831,2020-06-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174672,13.1.2,13767.0,,,,0,2020,NT
42834,2020-06-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484868,13.1.11,30537.0,,,,0,2020,NT
42837,2020-06-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v65654502,13.1.8,1948.0,,,,0,2020,NT
42838,2020-06-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484936,13.1.9,43.0,,,,0,2020,NT
42858,2020-06-01,Nunavut,2016A000262,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174684,14.1.2,0.0,,,,0,2020,NU
42861,2020-06-01,Nunavut,2016A000262,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484871,14.1.11,13856.0,,,,0,2020,NU
42864,2020-06-01,Nunavut,2016A000262,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v1059484904,14.1.8,0.0,,,,0,2020,NU
42865,2020-06-01,Nunavut,2016A000262,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484939,14.1.9,0.0,,,,0,2020,NU
42923,2020-07-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174696,2.1.2,2211840.0,,,,0,2020,NL
42927,2020-07-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484835,2.1.11,39986.0,,,,0,2020,NL
42930,2020-07-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484878,2.1.7,0.0,,,,0,2020,NL
42931,2020-07-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v54257822,2.1.8,8656.0,,,,0,2020,NL
42932,2020-07-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484908,2.1.9,0.0,,,,0,2020,NL
42933,2020-07-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484808,2.1.10,0.0,,,,0,2020,NL
42959,2020-07-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v1059484874,3.1.2,0.0,,,,0,2020,PE
42963,2020-07-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484838,3.1.11,359.0,,,,0,2020,PE
42966,2020-07-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484881,3.1.7,0.0,,,,0,2020,PE
42967,2020-07-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174714,3.1.8,24966.0,,,,0,2020,PE
